;;3407LN;PD Fel i/d Ckn 4(12x85g) pou cs;PD i/d пауч д/кош д/ЖКТ (кур) 48/85г;20%;79,44  
;;3409LN;PD Fel i/d Sal 4(12x85g) pou cs;PD i/d пауч д/кош д/ЖКТ (c лос) 48/85г;20%;79,44  
;;3405LN;PD Fel k/d Ckn 4(12x85g) pou cs;PD k/d пауч д/кош д/почек (с кур) 48/85г;20%;79,44  
;;3410LN;PD Fel k/d Sal 4(12x85g) pou cs;PD k/d пауч д/кош д/почек (с лос) 48/85г;20%;79,44  
;;3411LN;PD Fel k/d w/Bf 4(12x85g) pou cs;PD k/d пауч д/кош д/почек (с гов) 48/85г;20%;79,44  
;;;;;;
;Hill's Prescription Diet Feline (cans) - диетический корм для кошек (в форме рагу);;;;;
;;603873;PD Fel c/d Mul Ckn&VgStew 24x82g cs;PD c/d рагу д/кош урол. кур 24/82г;20%;91,16  
;;604420;PD Fel GIBio Ckn&VgStew 24x82g cs;PD Biome рагу д/кош ЖКТ-Биом кур 24/82г;20%;83,57  
;;603877;PD Fel i/d Ckn&VgStew 24x82g cs;PD i/d рагу д/кош д/ЖКТ кур 24/82г;20%;75,98  
;;603879;PD Fel k/d Ckn&VgStew 24x82g cs;PD k/d рагу д/кош д/почек 24/82г;20%;80,92  
;;;;;;
;Hill's Science Plan Feline (pouches) - повседневный корм для кошек (нежные кусочки в соусе);;;;;
;;604034;SP Ktn Ckn 12x85g pou cs;SP пауч д/котят (курица) 12/85г;20%;70,73  
;;604035;SP Ktn Tk 12x85g pou cs;SP пауч д/котят (индейка) 12/85г;20%;70,73  
;;604038;SP Ktn OF 12x85g pou cs;SP пауч д/котят (рыба) 12/85г;20%;70,73  
;;604003;SP Fel Adt Ckn 12x85g pou cs;SP пауч д/взр кош (курица) 12/85г;20%;70,73  
;;604007;SP Fel Adt OF 12x85g pou cs;SP пауч д/взр кош (рыба) 12/85г;20%;70,73  
;;604000;SP Fel Adt Bf 12x85g pou cs;SP пауч д/взр кош (говядина) 12/85г;20%;70,73  
;;604005;SP Fel Adt Tk 12x85g pou cs;SP пауч д/взр кош (индейка) 12/85г;20%;70,73  
;;604013;SP Fel YA SteC Tk 12x85g pou cs;SP пауч д/стер.кош 6мес-6лет(инд) 12/85г;20%;70,73  
;;604011;SP Fel YA SteC Trout 12x85g pou cs;SP пауч д/стер.кош 6мес-6лет(фор) 12/85г;20%;70,73  
;;603993;SP Fel A7+ YV Ckn 12x85g cs;SP пауч д/взр кош юность (кур)12/85г;20%;73,26  
;;603988;SP Fel A7+ YV Sal 12x85g cs;SP пауч д/взр кош юность (лос)12/85г;20%;73,26  
;;603992;SP Fel YA SteC Ckn 12x85g pou cs;SP пауч д/стер.кош 6мес-6лет(кур) 12/85г;20%;70,73  
;;603989;SP Fel YA SteC Sal 12x85g pou cs;SP пауч д/стер.кош 6мес-6лет(лос) 12/85г;20%;70,73  
;;;;;;
;Hill's Ideal Balance Feline (pouches) - повседневный корм для кошек (нежные кусочки в соусе);;;;;
;;10023L;IB Fel Adt Ckn&Vg 12x85g cs;IB пауч д/взр кош (курица/овощи) 12/85г;20%;75,92  
;;10024L;IB Fel Adt Tk&Vg 12x85g cs;IB пауч д/взр кош (индейка/овощи) 12/85г;20%;75,92  
;;10025L;IB Fel Adt Sal&Vg 12x85g cs;IB пауч д/взр кош (лосось/овощи) 12/85г;20%;75,92  
;;10026L;IB Fel Adt Trout&Vg 12x85g cs;IB пауч д/взр кош (форель/овощи) 12/85г;20%;75,92
